Time (s),Speed (RPM),Torque (Nm),Flux (Wb),Voltage (V),Current (A),Power (W),Kp,Ki,Kd,PID Gain Adjustment,Speed Overshoot (RPM),Torque Ripple (Nm),Flux Ripple (Wb),Control Error (RPM),ISE,Stabilization Time (s),Load Disturbance (Nm),"Internal Disturbance (Friction, Temp)",Simulation Step (s),Platform/Method,Optimization Iteration,"Target (Success = 1, Failure = 0)"
353,1503.6805143664883,20.21817879670556,0.0989249577954195,233.87335952457153,4.690799491156064,1177.412167629802,1.114808433241689,0.007345579451186992,0.003322905441527835,0.15500705216902108,4,-0.23473976215074674,0.010909855459394286,43.22697282920874,0.024269622110143406,1.9921941447500988,0.39379633337245135,0.05438340427380866,1,Simulink,8,1
354,1499.545069309804,20.152701340946713,0.08058581933113357,226.78099575221654,5.181891834499512,1136.7250710680212,1.169183900544557,0.01033287679474164,0.004614327402878131,0.1583517676328558,9,0.20495052233202105,0.005552131264278283,49.04374494166431,0.017785802325098497,1.7713914574017506,0.5603303905159073,0.015065952121243481,1,Simulink,1,0
355,1503.1904930208673,19.983294539951036,0.10349729682076367,232.4271951246045,5.047219458843015,1159.570616618168,1.181575754321165,0.013141772947990052,0.005640337110929672,0.1515541692005001,5,-0.0245307344509349,0.013665391246606281,45.207167269327215,0.02154376492501266,2.0752014365623097,0.6375359298121474,0.029154331087630513,1,Simulink,7,1
356,1502.672393363367,20.5322965434925,0.11084199888749523,229.6361150642346,5.006558187501789,1149.3157703609675,1.287278741670478,0.011301955624736177,0.006043776525387234,0.14497901197952776,0,-0.18903207107057385,0.004635459383602758,49.867092916268575,0.02774486354746797,2.2527626226062103,0.5141318122708073,0.04353771126061713,1,Simulink,7,0
357,1501.592186767065,20.023661369499134,0.10051749203491915,230.9289077722096,5.15840830085755,1102.1977732818045,1.158455108485086,0.008688906105452657,0.004841661497914118,0.14859498208477862,5,0.1268334084546583,0.005600496366780201,50.97508093596956,0.024796886166621145,1.6738265691666057,0.5722872117767303,0.05661653590869735,1,Simulink,2,1
358,1496.0883330007523,19.87654058191297,0.09947871076794143,227.31929729739215,5.316032837539577,1149.3738048112666,1.157176954470641,0.01129691299191754,0.004703275987006483,0.15117551901842907,8,-0.3963445437391383,0.006584098591485293,54.201914236478366,0.022629974924545607,1.784008414565374,0.5680186664892842,0.03367710562297421,1,Simulink,7,0
359,1498.6696095474013,19.92526568841506,0.11715975432315524,230.43667850967668,4.840023104703733,1159.9819323457866,1.1929075630960253,0.008422750822641833,0.005024347717723632,0.17480360371508977,6,0.1207969507797742,0.003701801103479745,48.32668214543583,0.016513276332528713,2.701174280708983,0.5652133510848476,0.02832380977345885,1,Simulink,1,0
360,1499.2035219871907,19.696682716888695,0.08295084919271034,228.29422374833928,4.836772701989782,1125.4938465297007,1.1835477852378806,0.007705496017650697,0.0048362572527087845,0.15480822427337312,8,-0.07650936302740273,0.005310047640707238,52.21360696103333,0.019094228544674317,2.3546156011857353,0.4329573411630074,0.029207938665462712,1,Simulink,7,0
361,1501.4836988156674,20.28080184159684,0.10806161098603527,227.823373518477,4.981107892774558,1145.595281708039,1.2162979939841214,0.011193531344404432,0.005952866243616155,0.15063818443277746,1,-0.10459452927954425,0.005939208182242157,58.92514895806721,0.016912568444599953,2.010310443486553,0.47980863997189255,0.05442834123448523,1,cRIO,2,1
362,1506.2345596412158,20.536737317609465,0.10564373343630205,233.83125261034928,5.002002396763701,1162.6251583981443,1.1201206015316854,0.00935973607577754,0.005110044058907324,0.13166575008494877,6,-0.2897162093653909,0.010592122729956972,54.523287409549205,0.01765335909341224,2.243210345045688,0.425300962179282,0.062008661534620035,1,cRIO,6,0
363,1493.4760712427073,19.594281458617314,0.10668154629972317,229.48809641482666,5.225886463562621,1154.422329120268,1.1262711472282256,0.009515886322578253,0.004174719750384892,0.134455579009065,9,-0.06498654687038884,0.0162657570042614,52.43956376063943,0.013829999396300361,1.6468337007650813,0.4374957865399933,0.012972825840201617,1,Simulink,8,0
364,1492.0152196215042,19.906987168396892,0.11311926575331252,231.4981757166002,4.970251857040172,1147.073026596636,1.142204510878771,0.009464688459988893,0.00524344071424013,0.1721022708654818,9,-0.1898426961513365,0.011126625897702526,53.91889725154482,0.023148240067149474,1.765962584911529,0.5146863209456415,0.03645374943499624,1,cRIO,9,0
365,1505.0552500782642,20.40601951189891,0.09943429861326827,231.11950575120403,4.944069578558499,1131.3322376873612,1.229949920056258,0.008382205457578317,0.0045920681874554664,0.12552169590322573,8,-0.1870400731847638,0.012860728551405591,46.5129438370543,0.016774975429471994,2.144550734395917,0.5001733951424105,0.03254235551792539,1,cRIO,2,0
366,1490.6432498537238,20.162823661894976,0.09285428541157591,232.10244876049794,4.847529525665597,1156.5822289934647,1.2056089889887778,0.006554032020702453,0.004679658361843041,0.15714556823480597,2,0.025310394376338276,0.006586700731238083,45.87767048243349,0.01886742942109718,2.1262074904668142,0.4694796718191316,0.06717511078785818,1,cRIO,8,1
367,1500.9160922920423,20.092834779522242,0.0996063937518985,230.02588796029048,5.012356364638705,1152.598233453441,1.2030121015671853,0.007792271619575717,0.004847789048994395,0.15529897202393744,0,0.019457745707858312,0.008310880598223552,56.632202826084495,0.0199735063528987,2.0750462526621885,0.6259617989168893,0.049833676739592214,1,Simulink,2,1
368,1501.2050156883117,19.584704739831363,0.0953271937983178,231.20757814146353,4.677166347098863,1123.0823917047992,1.2005348603562616,0.011901844237042332,0.006307035431954878,0.14565788505956456,1,0.053166104926365976,0.019753928517730165,49.97917292087189,0.02533805360051039,2.129312219925605,0.4410577777222243,0.05696586345359077,1,cRIO,9,0
369,1499.1779059288474,19.753513751411834,0.07796388576654356,231.94675766588279,4.889085950031447,1176.207576965302,1.254454081368017,0.009777480731129518,0.005396123804848529,0.1518924969125398,2,-0.2802000731347001,0.00999196582690399,44.32684165856622,0.019605427287641655,2.19701758161656,0.3866280835776073,0.029277261612480145,1,Simulink,7,1
370,1500.7107400626503,19.345939211513755,0.0924622254144239,233.106558375385,5.010702930515934,1168.6017160958272,1.2116006544204014,0.012628563686059049,0.0030011624674007803,0.14623564831961985,2,-0.26859136943746736,0.014644622143394655,53.69364002226513,0.01512894335698964,1.8423090222206044,0.5358504957197533,0.03739961492515631,1,cRIO,4,1
371,1506.8549246391005,18.95607489844256,0.0997646783893565,227.22429829633955,4.853638144172264,1172.080873903668,1.2195019809669843,0.010698153383642436,0.005002304673123395,0.17807564393789393,1,-0.1255669749023296,0.007793131931515352,49.328671632802894,0.017203390112621585,1.69846383236876,0.4633656679410488,0.06861640250074638,1,cRIO,1,1
372,1508.4582520419883,19.401531036665947,0.09591562398727341,229.95442873032445,4.98288803315326,1151.3906665979246,1.3203795710773778,0.007835896908415206,0.004286468863785702,0.18287651860178186,0,-0.04844242658816924,0.015359288160255473,46.54911709243634,0.014819362113060576,2.216121341552897,0.5266175805704552,0.057849397841889236,1,Simulink,7,1
373,1509.20308420084,20.708291911672347,0.10303392375197781,230.3060635055623,4.673897424471789,1124.2678174920052,1.180070816784957,0.011614859700591198,0.0029233839878014148,0.16576729601554713,7,-0.07200626482167334,0.020370699953408473,52.819236156166646,0.024758847923584733,1.6863216729592152,0.5725033274391136,0.04858782589418005,1,Simulink,7,0
374,1494.8792653586233,19.813695921438683,0.10059579123330167,230.67429876901554,5.117909572596432,1130.0311016137002,1.1913612940239937,0.009463137645628518,0.0069594905567601124,0.1549952241656284,8,0.12512348634716094,0.01428230343915717,43.66620501650698,0.02912482686242743,2.00446910272843,0.48753086087679814,0.057425960091362874,1,cRIO,6,0
375,1504.4375199769884,20.137834038018095,0.10433972080346354,230.51047591207785,5.0588666090273025,1146.8233527883617,1.187413782969624,0.013526349858745339,0.005477527911111184,0.13853390155537199,5,-0.05548348628592873,0.012765916933536191,58.818654700810136,0.01627070012158305,2.0905328368719527,0.4919432604623301,0.06219846666484428,1,cRIO,9,1
376,1493.3780466763847,20.18443246070427,0.09203709084319388,230.35784477021843,5.103447877336138,1123.6654252189505,1.2205031983748005,0.0058694563921666,0.005588684136527147,0.16205174857724355,9,-0.07082424713547011,0.01153016641181755,45.31882897121276,0.02325302476815705,1.9386810950715496,0.5663910327566857,0.06171968359501037,1,Simulink,2,0
377,1498.784939346871,19.832465864036156,0.08686496606730243,231.977551857043,5.26898937528981,1165.6605858507744,1.2174535225384935,0.01012255608617729,0.00395213279274575,0.16655122068619746,4,0.27416791670385726,0.00832649266011818,45.932287136472326,0.019051066270475935,1.8036618567685845,0.5526148825123346,0.03788663236482975,1,Simulink,4,1
378,1501.2534428893628,18.779355708418564,0.10048008488483005,231.2263050072474,4.9982465432720895,1172.7082217091552,1.195015545218582,0.010794320881293402,0.0039972901457496005,0.16172445349711523,3,-0.18650161591924302,0.012494619826981912,45.957203051310486,0.023870642688157362,1.6356180220886452,0.47627043422261517,0.04201790542908188,1,Simulink,5,1
379,1503.9847509111705,20.38792197353496,0.0966564817368605,229.73107468895932,4.979853147413993,1156.0514066987157,1.2006502381991655,0.009913453622077767,0.004481598024745222,0.11850541253315813,7,-0.2237101919083711,0.013251331184795389,54.30167287854426,0.02148260552567889,2.039204311446271,0.6693142802697365,0.07813211819765949,1,Simulink,7,0
380,1503.955019375076,20.1938218471437,0.09566942322482891,230.61659367106034,5.041816216448438,1159.7828541834606,1.2166796077627988,0.009085344076536338,0.006139441197943156,0.1394547553675407,6,0.36680008365608147,0.018949421577754273,52.43266651389682,0.01931470592293149,2.0607803604190167,0.531685233873329,0.04920226495265797,1,Simulink,7,0
381,1502.204720099613,19.69863532560981,0.11342407414645925,229.8506505797919,4.72394365472419,1144.723694340087,1.2562332727896701,0.008259895760982044,0.003438305493200505,0.16460375710375602,3,-0.1957880119873715,0.014074925177021209,48.14245387249081,0.022138181627761842,1.9528423363478595,0.43073203207204,0.059493824489700094,1,Simulink,3,1
382,1504.234268466996,20.341809875525268,0.10432615649559557,227.79070796635668,4.8697839455075345,1155.631494322652,1.2273063370686286,0.007908724265589365,0.006717529753138529,0.14660858969837873,0,-0.20580416967496273,0.01392758822672167,50.71590920294693,0.018392225408954327,2.150341980786288,0.6207063810019713,0.05372022890211428,1,cRIO,5,1
383,1488.604289093834,19.78571120540197,0.09570901307098084,228.09575251570394,4.983255512961835,1149.3071562149755,1.2512508416852512,0.00590689427607023,0.0036472159601876474,0.15859847693399592,4,-0.4463197456794835,0.01475782462529052,49.59735175106784,0.02379356912415955,1.64668709849595,0.60382984117696,0.033603117628802005,1,Simulink,6,1
384,1497.3434209033705,20.252575535227326,0.10316446758582215,230.1692400967871,4.727380769283936,1151.9962733764328,1.2480280676741613,0.008935025807800413,0.006314937045340295,0.1325461612817198,4,-0.08388445512336706,0.009029640535455864,49.009408819453455,0.01748068054351815,1.6145137490452368,0.48052770392009814,0.04402454994991291,1,cRIO,4,1
385,1499.7626150430372,19.55847243919582,0.11124176785112354,233.26774055655642,4.795879605443736,1129.2113807419867,1.2019990967115062,0.011912257211482001,0.003866180806246047,0.1545403147391181,4,-0.11808539081195035,0.007480577831891922,53.226468724050704,0.01868761186261186,2.1144056484275895,0.47820482265459346,0.013920147877668772,1,cRIO,1,1
386,1491.0389097443096,20.436945877688704,0.08542392983151705,228.65783458907146,4.689159203814214,1153.345384059428,1.1644705001331457,0.009632351153728468,0.004257110353939184,0.12891786371362254,3,-0.08088993649382221,0.01134230949933366,50.12877675461631,0.01764500289623511,2.058829176777821,0.5773261221420145,0.04630186765966025,1,Simulink,3,1
387,1497.6972221342269,20.141529773254454,0.08790888711011449,231.25943744823786,4.9819151798649415,1152.102421930609,1.23501645853031,0.008146952467318131,0.005369248443350957,0.1553524210512533,4,-0.03695616652855865,0.016226430516788484,55.332640443883946,0.016073206275737828,2.17462146364994,0.6290653513370892,0.0806185029210034,1,cRIO,9,1
388,1496.8095330994827,20.126217761060516,0.11206369874993873,233.2659374690545,5.114827621842917,1139.5578601618204,1.185667847683562,0.010741397021722096,0.005174887736762828,0.13568015942359357,6,-0.023593516833736828,0.007294154516072491,52.477930712548535,0.015573362194978308,2.017966824425691,0.4191611162770732,0.038004915236823755,1,Simulink,1,0
389,1501.486458138527,19.56859237706369,0.10701956333759811,230.81280328407323,4.991002483295162,1157.099564073875,1.2163823019476492,0.01065892349564597,0.005994266135783993,0.13483751328591928,2,0.26224254575161654,0.009170901355343363,48.08865234364802,0.02209406877160389,1.7731078875055095,0.5072082598797679,0.08032436480695354,1,Simulink,5,1
390,1508.1261137264398,21.128407201262604,0.09836799842413031,227.9445632878998,4.884452573153159,1169.502290422414,1.1838812575520812,0.004129018357134612,0.005383427368642147,0.16787677621926805,0,0.03060107463573299,0.010841295511772958,48.91450968836662,0.02811179079381683,1.9732680533475155,0.6619322076323305,0.06128233852800396,1,Simulink,8,0
391,1501.7558507138087,20.56332578151938,0.09857589639840636,234.07661165151936,5.129583517666715,1148.076556840514,1.1400208642286758,0.010412426453644232,0.004180722775086685,0.15881999889410314,6,0.1317935746030747,0.009225357966533948,59.82658687198578,0.026347225502633076,1.704832220817409,0.5638535074513759,0.07535636197027809,1,cRIO,7,0
392,1497.806066118873,19.437861218959714,0.09017306618834382,228.79576971188237,5.126804302854752,1148.3911193947997,1.1100382049148647,0.010640331875995437,0.006222696521511531,0.11843892085352381,4,-0.348412565561742,0.011478975581213345,56.529420677432526,0.015110144288575645,1.831207592486699,0.5175676183680007,0.0548134156047062,1,cRIO,8,1
393,1497.5079142976467,19.534297357712056,0.10582882846400898,230.4790067601642,4.764908549755779,1171.5206396248707,1.2216869108342994,0.009562354573282653,0.0058212399425329265,0.15295897008750828,9,0.24023971394384916,0.006916084378895292,51.54637321541643,0.023918568728463437,1.8839068938037158,0.5901474811163178,0.0501802244413821,1,Simulink,1,0
394,1495.0170364087244,19.068591316272208,0.12813773217610624,232.9146801476653,5.020588002354549,1181.2003494482294,1.2714602592793942,0.01119308099378259,0.004655002420365938,0.1714828571373134,8,0.402474289441225,0.01061856125808006,58.9434483312489,0.0147544803135586,1.9137122042032888,0.33971082347360415,0.07084495666096799,1,cRIO,8,0
395,1501.2660954527657,19.506274765638224,0.10498264707195883,230.05934364995488,4.861894394835699,1176.4855552625934,1.139003455000489,0.009276819068271875,0.004494343721821528,0.1623007525552209,5,0.009632738227438868,0.01586222091419305,47.726542738375926,0.018490142673824844,2.274970053351901,0.46152994876638964,0.021878800563827773,1,cRIO,9,1
396,1502.8918789387776,19.671892363369015,0.10507480221186875,229.60207348888343,5.24129942108974,1150.825160799209,1.2497350940913827,0.014222515568449844,0.00598609001394536,0.16153141725070158,7,0.04511240342048353,0.012326191086072469,52.528462506487266,0.030979865264479788,1.9610214376654655,0.4835952811851796,0.025262136248585726,1,cRIO,2,0
397,1499.740513065895,20.191081340680405,0.1217375940771791,229.59153302787027,4.981021739061782,1178.330165951014,1.2629743962712996,0.008764709282244269,0.005688215567500451,0.09094740764979514,6,-0.20082366410248703,0.009745484170656552,42.83426428145792,0.022220891621932762,2.1527938612423614,0.5492884912379061,0.07187829536337631,1,cRIO,2,0
398,1496.419435507827,19.543474784230263,0.09847390167561461,229.87956443712847,5.027588473548988,1130.913512285593,1.2978635236896845,0.009309379431816128,0.004036327583714,0.15528512318057067,0,-0.12095615720635432,0.014248654978110594,53.45212207821162,0.022583100233971958,1.872390366131364,0.5584128321459197,0.06584129099852216,1,cRIO,5,1
399,1502.2084554119301,20.2405278620709,0.09973703799134359,227.23112879218732,4.913185235648118,1193.64535619391,1.2101390181402496,0.014600899953436521,0.003556073470124964,0.16501483585327684,9,-0.5068672383614231,0.013214547847378378,55.288966125187244,0.021337727004532837,1.869194623735059,0.34949926404180753,0.0789997876996973,1,cRIO,4,0
400,1507.7488973431568,20.080560005958713,0.12103972806530194,232.5772569547,4.836980265188588,1142.7179990634797,1.1448890643680951,0.008660847008574687,0.003436159440180702,0.131527674013346,3,0.1627573489844193,0.009644257189044825,56.32401809108592,0.012090061776482312,1.8501317399759918,0.4747580278259629,0.09471369362851036,1,cRIO,3,1
401,1494.647585495633,20.591048519275013,0.0959659223793049,231.85801805719538,4.958088640461408,1137.9113487768386,1.1673377388151673,0.009535716293543769,0.004601444778348735,0.15122932675843712,1,0.32166922114572294,0.014638579593750423,51.00017081065086,0.021341466094782678,1.887138021171966,0.5500183421534924,0.06706333639368378,1,Simulink,1,1
402,1502.7205382675843,19.31015887043691,0.13382242876235165,230.5812183389228,5.146005906241242,1127.634877107008,1.1652425914986466,0.007062835567022224,0.006456285288912995,0.12780603996302034,3,0.07563924437685715,0.010481840175681113,46.60388444136807,0.011536010697404224,2.150629732855577,0.48270964846809306,0.023693225376714578,1,Simulink,4,1
403,1489.5033373817944,20.16626720071209,0.09364661866938191,227.70874896245462,5.235614226276786,1112.5007070940956,1.187510619064291,0.011449426900296482,0.005488608847273939,0.12393076885541152,3,0.26346644957836896,0.005591695144506044,58.06816606287715,0.021157687409939355,1.8280685317049108,0.5722992030516998,0.03001620220860157,1,cRIO,7,1
404,1500.977137962935,19.657832597973332,0.11242933415901064,228.28721816311466,4.469223722727762,1141.0291494553217,1.1666407374955114,0.009511598066617383,0.005556965193993949,0.12636242665747502,1,0.015535545017931949,0.006201004740592147,50.088877586119736,0.016620883317109234,2.18926345750804,0.5861344436017268,0.08220500797267305,1,Simulink,1,1
405,1491.789235591088,20.483154176604522,0.09178235055723186,231.170806575086,5.059286333380725,1120.9051205698029,1.2772122419926286,0.011642744168053313,0.006476691883202279,0.17093840547130765,0,0.0697956467966939,0.015675221888875147,55.56982910815458,0.028877209548390077,2.1356698060262835,0.4955220776445116,0.05375783599482245,1,Simulink,7,0
406,1501.4384846846071,19.55519059467543,0.10519925455821673,228.02870167658918,4.745476221205104,1139.1932174053202,1.3634351492021046,0.007810491465806205,0.00625687231089728,0.13484425202489875,0,0.2776877362310181,0.018056178789627536,54.99944356326137,0.02132555750400623,2.0271436809385905,0.6086592709372847,0.04748618759474763,1,Simulink,2,1
407,1506.5882742541353,19.518685186013343,0.10981582332597255,232.57018564749492,4.780377375557835,1133.2194192818774,1.1977764460104778,0.010846244734703641,0.004382405019046834,0.1518439383317546,5,-0.41324292620197717,0.006600760326732745,52.564097818291124,0.02097495146049748,1.8281792039619382,0.4341197173628224,0.059071597042906626,1,Simulink,1,1
408,1495.9343050912823,19.955589675287065,0.09153162521202261,228.46315649251352,4.992445286113098,1117.7679071104953,1.150461831352552,0.01043686899011537,0.005266499867277808,0.16729766064393678,3,-0.058070795978751456,0.009267481004960117,36.64629819357138,0.022813799047299813,2.435746655172374,0.4170809498307415,0.020637622238227366,1,cRIO,5,1
409,1507.8438362893867,19.7875432306957,0.11891580338393591,229.52685412261076,5.390185799413625,1140.472172077289,1.2956100210304466,0.011012848993894693,0.005563291895771197,0.139764720865327,7,0.11538343608073776,0.004095299901841359,54.06544253610725,0.02254930799599483,2.2151039179128635,0.4575375702944919,0.06969866291941848,1,cRIO,3,0
410,1508.1005580250321,20.427675603500543,0.11447679990471119,230.62724542096853,5.007863871355567,1158.4788807814127,1.253507926720627,0.00950576351482427,0.006368676993356787,0.15731661114131754,5,-0.10907241879668171,0.003721047060405492,54.280859181615114,0.025186541826454616,2.0785652921718754,0.42299493142426664,0.0159125922840765,1,Simulink,8,0
411,1502.798821822212,20.0373348992623,0.08428464415711284,228.4197935620534,5.07734539087012,1147.9057951817442,1.20945663494331,0.012278034838852543,0.003757792724279286,0.15411591840750513,7,-0.1360467180104898,0.006400776100341538,43.46032005280617,0.023279096899946294,1.889863370470778,0.4532117332163241,0.029719795394053047,1,cRIO,3,0
412,1499.247578415998,20.207819624909497,0.08759615820063166,229.5944507144963,4.917586092995455,1164.4362878829481,1.2037045200758723,0.009111400482079552,0.006217944484029838,0.1394022975981536,3,-0.17668123206707362,0.012287343430440042,46.286100146333716,0.015254569858574395,1.9249054775595122,0.4334602235681925,0.031755154960308514,1,Simulink,5,1
413,1504.0320588113088,19.31598546034405,0.126876476550456,228.55968497655397,5.105091829232422,1168.68835217743,1.2095785517041644,0.011238520146873304,0.005070640521737653,0.1626443729282395,3,-0.08501468611267768,0.0029479790168930623,48.27491426077076,0.01852526167448472,2.0704161014354607,0.4860387178796069,0.07258465264589971,1,Simulink,8,1
414,1496.8922999979297,19.80071903856353,0.10501262131365732,235.83867861777426,5.2742857583557115,1125.8443610060824,1.2118125432071707,0.008432016166624203,0.004606112671923737,0.14388023089851104,4,-0.16054747364137084,0.0017351155302437402,56.9996106351047,0.015610434581948687,2.2935090255358412,0.624358172053479,0.060886012296617054,1,Simulink,6,1
415,1506.0774633424355,20.142056647675094,0.09613224802701716,228.42989851701745,5.161594053183092,1155.1501002381897,1.2524657257312917,0.009256199879459309,0.004983572427269024,0.18079269335562476,3,-0.2566783953916669,0.012798059764228967,48.67242260720828,0.020855851617060512,2.0514385367246892,0.567570608057338,0.059596274664995556,1,cRIO,3,1
416,1503.3014722383969,19.507316327955966,0.09646149806438224,230.0663620824208,4.847570178498641,1161.95534596525,1.1762287770105997,0.012131127567862622,0.004128790636689382,0.14666228186300637,1,-0.19197192103065286,0.005719460798030392,46.95350302746811,0.02658127608127576,1.99401131058845,0.35525335827260507,0.09620918549460744,1,cRIO,4,0
417,1494.2991943031705,19.88077479601503,0.1077396236976045,226.40658493792031,5.042914610855721,1149.711925497317,1.1829920838112182,0.009586591659515194,0.0047580706536320344,0.17215996693615906,9,-0.0116458617248189,0.010955309086406519,49.25672685684329,0.019803930930378355,1.7898553609611358,0.5293136106223889,0.07561037273673993,1,cRIO,2,0
418,1501.047369489215,19.905626083743314,0.11859114804641166,230.48825404177217,5.114764369378411,1105.1558019945471,1.1518554320187895,0.01102781813002846,0.005283815435431686,0.14243012148777243,1,-0.07272409825973716,0.005649746820935814,49.586455865058184,0.009059221139784494,1.6638592012203373,0.5913067767733705,0.0772785830761256,1,cRIO,6,1
419,1487.5499365601697,20.390859019308706,0.0819356032976448,231.31635539701824,5.538358934762898,1171.1408452239211,1.2669034494648275,0.009807835227082624,0.005942268438674511,0.15497315845524165,9,0.40519272050981386,0.00561531467149626,47.79741527820094,0.014061109041007044,2.1534088257750557,0.44140836839227515,-0.011106358926390204,1,Simulink,3,0
420,1498.059786910752,20.040593735582757,0.08690216734321464,229.36679402335753,5.047282596419356,1138.471887019949,1.1459571218721953,0.008537307553583208,0.006336582637700783,0.11546587383109076,6,-0.07124927567671167,0.012300719428833493,46.09542426450969,0.021338568549138872,2.445288267467537,0.6271150616486804,0.03992955625400101,1,cRIO,9,0
421,1493.403889526895,20.256366911564758,0.1017286473457932,228.16024876845367,4.880589657038711,1172.1138746867944,1.3010531478776393,0.011217996304299845,0.005344305037474512,0.12692375510952206,2,0.03939974568540935,0.008555272491921251,56.08379119180543,0.023330584188175265,2.2247732991383855,0.4345629848025625,0.04673229963899351,1,Simulink,9,1
422,1499.7996159426789,21.165157686182933,0.08211681024108444,228.45570187743868,4.948291956785746,1139.387124044578,1.2226472702358164,0.011080631541373108,0.005045006362158206,0.1527241232630217,9,-0.09004761364432518,0.008914914797733035,48.8028665204814,0.03193495453966817,1.8999777760915793,0.6469968229826462,0.04928190808502246,1,Simulink,5,0
423,1500.8513465719127,20.491260783118676,0.09723192410339926,227.86293112106787,5.203338830321251,1162.2063825204639,1.1706944089746023,0.012305511912357039,0.004015624814723408,0.15845773687962,3,-0.33854089869388787,0.003703646445127523,50.1225594228553,0.021660274181310654,2.1229586981781083,0.500168037909407,0.05861724587521389,1,cRIO,9,1
424,1500.8196297671668,20.112993730052153,0.10197707440708796,231.34899839686915,5.078291899586707,1165.6729825974107,1.2232309980172567,0.007471089482148313,0.005269799074557988,0.13872260194989333,6,0.1339309906479109,0.015037212606196728,46.203818528192194,0.021494543386453558,2.038040420064958,0.5110321647147755,0.011251492442603504,1,cRIO,6,0
425,1509.8214106118548,19.34262782146072,0.11463751803042681,232.75878824249028,5.170875468294232,1155.4569668542567,1.3167760446878296,0.011966196979621944,0.0036338777899861544,0.15448973517880527,4,0.11675002873260197,0.0031398352484713387,41.72190873848256,0.016666483445682185,1.4788262458390096,0.36928179683229134,0.05605338375131511,1,Simulink,4,1
426,1506.138201650769,19.57127569365134,0.1187073736878764,233.94388098094836,4.776915858486172,1174.7807854608905,1.2938701224101472,0.006794652186996155,0.0035128635742302976,0.10814416625621835,5,-0.14206214962525868,0.0079004283884238,48.61356207623174,0.020525036074460677,1.9911767984656417,0.38715547440951303,0.0619208431424558,1,Simulink,9,1
427,1497.1325342186358,19.62405318504834,0.12278108623385511,231.11373663365796,4.696117624793239,1133.096037718289,1.271049958210841,0.01248645828592479,0.005018093481560503,0.15299835406115703,6,-0.23292205474519423,0.011860975211479689,53.54075271176978,0.021096265402042423,1.8796391672506736,0.5167558077745702,0.006294180542756621,1,cRIO,9,0
428,1503.514054441614,20.03728513926499,0.08577675082890343,228.51092596187775,5.253446308721631,1148.5845214147128,1.1590356068279888,0.012508474576183709,0.006549668821754352,0.12642486595906582,3,-0.018523765037428017,0.015150589250452318,44.40537861511991,0.020082632070672755,1.6290781378203179,0.3694537977726826,0.06615321775356099,1,Simulink,3,1
429,1498.4535785334353,19.853195755441675,0.0972214801492071,230.9462849806182,4.8089697722532065,1155.4026187896925,1.2079638408699864,0.00827076187982798,0.0026854218564776487,0.11526072600700038,3,-0.04590340908951007,0.007852012305895285,54.76693123195689,0.018016055269613574,2.150414966515128,0.5729749109101822,0.01123310229644709,1,Simulink,6,1
430,1499.771982814681,19.875915385695812,0.09793441946274692,232.21008177766493,5.375915074646535,1135.2435310111653,1.190594481178119,0.007557275970133234,0.004985457498096931,0.14370183282389035,5,-0.2528467963688776,0.016113126381379628,44.10892682293542,0.02778513576105156,2.2070244331543147,0.6235055735507584,0.08774211965906492,1,cRIO,2,0
431,1500.4061396204788,19.716667197295518,0.09290808727486279,230.30170687361365,4.937659157158451,1134.95580631366,1.187729880370637,0.01109795692840741,0.005956417206592696,0.1179415217361802,7,-0.06064021726570843,0.009401471334796506,50.73997804770014,0.022594172726404953,2.015431605126334,0.41190505900024443,0.09024060055143694,1,cRIO,2,0
432,1501.687495066345,20.60511051575858,0.10042624404422273,232.1723402146225,5.499654675857819,1150.5917085345814,1.2661815084277463,0.0110296843857469,0.005857446388176551,0.16410025142493276,6,0.1293416159992302,0.011575386898626985,46.93965135715452,0.029319657132606848,1.7862789539474762,0.3636214970490782,0.0730897410685068,1,Simulink,2,0
433,1497.898503270862,19.987199501398642,0.10355548600435803,231.31270649998967,5.087128642631816,1161.2100003821263,1.1351956407200798,0.013291645697286764,0.005323351119329026,0.16871282582530908,6,0.1169148398409756,-0.00016374677416081292,51.60805984249024,0.020413222699328347,1.6668385208117622,0.34847961310263986,0.05922641249774378,1,cRIO,1,0
434,1506.0421800048573,21.305623654405142,0.09334811459266655,229.80624654562132,4.929854574286427,1164.6572995363856,1.2611196718825286,0.013241865570666233,0.00576671828262028,0.20038665582487233,6,-0.006690489490322412,0.012406371766953021,52.43860640873424,0.01680060622676164,2.01444682817713,0.6001203289753344,0.04848033476948456,1,cRIO,4,0
435,1498.6713045547456,20.15552323225276,0.12249782414981947,232.6940527306373,4.738290166172476,1166.8874415719224,1.208768937316062,0.010406646242199485,0.007552200807614425,0.140292807462986,1,0.10558251002506425,0.013563622847046533,51.092537930230606,0.03071682991371209,1.8388428206052214,0.36050111014193487,0.08578177965866123,1,Simulink,2,0
436,1501.6717023686886,19.586732315221948,0.09972278458407383,231.2561464775223,5.094236946564125,1182.7876697180407,1.1708906949813005,0.008872500071912096,0.004297482342253247,0.09534398833533812,9,0.13011852399274862,0.008692537677119899,52.076477406269596,0.016573683457647762,2.222739135677005,0.611326006460214,0.0524181183017211,1,Simulink,9,0
